Text,Label
Yer poora kudladagul pukuli thuyar,uninvolved
Music dane double double avond undu,blended hope
@swaroop7021  ayna pukuli song ayg yedde views battund mare kudlklnve,uninvolved
Ayyyoooo devaaaa dada malpuni itthee,blended hope
Imagine Arpithanna playing tabla,encouraging hope
"ಇತ್ತೆ ಬೋಳಾರ್ ಮಾತ್ರ ...ಕಾಪಿಕಾಡ್,ಪಡೀಲ್,ವಾಮಂಜೂರು ಡ ಕಾಮಿಡಿ ಕಮ್ಮಿ",blended hope
Chaiythra eer wanji conseft malupule pleas eeer acting thuyere masth kusi aapundu,encouraging hope
"""As being Mangalorean I miss kudla da dasara ❤",uninvolved
Extra pukuli ethenakulu... Ayeg korle... Plz😥😥😥😥,uninvolved
Size: mitthdayana toodu andaji padle,blended hope
Love you ajjisooo cute,encouraging hope
@nagarajacharya5341  😂😂 andhu bro,uninvolved
Aou vou temple pls panle gotitndaa,discouraging hope
"""strarting yedde aayiji,arunchandra bathi bokka supper aathnd""",blended hope
avu enchi saav ninna,blended hope
Really such a amzing concept . Ajjana daye nikleg epala ippad,encouraging hope
"""Yan barpe Camara man Ada",uninvolved
Agreegoldd dha kkhnnnndnhy 2005 ponddu..written by padmavathi LIC medam,uninvolved
Yenkla aase apundu maryare😀😄😄😄🙈🙈🙈🙈🙈🙈🙈,uninvolved
Hera pheri. Film tha video malpule,encouraging hope
Eapa release devdas sir,discouraging hope
Full movie upload malpule Sir..... waiting,discouraging hope
Lekod jasthi santhu...nh use malpade bro limit epad,blended hope
"ಎಸ್ ಯು ಪಣಿಯಾಡಿ ಮೇರ್ನ ನೆಂಪು
#S_U_PANIYADI #TuluMovement 
#JaiTulunad ",uninvolved
bari porluda cenema ye jai tulunad,encouraging hope
Bro  one question er  pant paduvara ?? Alpa 😁😁,uninvolved
"Movie da hero imbene and ait pukuli naadad😂😂""",uninvolved
Posa iphone miss andu 😀,uninvolved
Yan kattappa attu venkapppe,uninvolved
"Avu pee attate avu "" Poop"" athe..",discouraging hope
ಇರೆನ ಬಂಜಿ ಒಂಚೂರು ಕಮ್ಮಿ ಅಂಡ್ ಒಂತೆ ಜಾಸ್ತಿ ಮಲ್ಪುಲೆ ಅಣ್ಣ❤,blended hope
Prajwal anne yenna fevarate,encouraging hope
Pukuli Nana la thikkiji gena,uninvolved
"ವರಂಗದ ಜೈನ ಬಸ್ತಿ ಸುಮಾರ್ 850 ವರ್ಸ ಪಿರಾಕ್‌ದವು.
#ನಮ್ಮ_ಊರು
#KooInTulu ",uninvolved
Erna Video ge kaathonditte.. Batthnd... pi atth.. eerna video,uninvolved
santhu: sarakari hiriya pratamika shale....,uninvolved
Yer poora kudladagul pukuli thuyar😂🙌🙌,uninvolved
Nepalis like : mukul er maare????,uninvolved
punches da timing perfect ethnd.... great show. best of luck,encouraging hope
Bahubali n kerni katappa e re 😂😂😂😂😂😂😂😂. Ninan budpujji yn,uninvolved
"Tulu letter: kaṃ, ಕಂ, കം

#TuluBaravu
#ReviveTuluScript ",uninvolved
baari yedde da concept good going umesh mijar,encouraging hope
ಮಸ್ತ್ ಲೈಕ್ ಅತುಂಡ್,encouraging hope
"ಭಾರಿ ಷೋಕುದ ಕ್ಯಾಮಾರ ವರ್ಕ್, ಡೈರೆಕ್ಷನ್",encouraging hope
Mast dinodd bakka porlda film tuyare tiknd,encouraging hope
"Masth porluda film, inchina fiml hit awodu plz, Jai tulunad",encouraging hope
Prime d release malpule....,uninvolved
"Avv yer mare comments d aareg ""aunty"" panpun",discouraging hope
oh ಮಲ್ಲಿಗೆ apude nigalna ellad 👌🏻👌🏻,uninvolved
Rakshan madoor super talented,encouraging hope
ಸೂಪರ್ ಫಿಲ್ಮ್. ಮಸ್ತ್ ಉಂಡು,encouraging hope
Sprr shokundu moklna acting spprr,encouraging hope
Notice malpule 1:25  background d extra Dailog,blended hope
Vamanjur sir thett ponjove arana yedur ponjovl saither,blended hope
Nxt episode daily paadonduppule edde apundu tuyare,encouraging hope
Aregh love athund anchaa aalu gadda geppare panthalu,uninvolved
Chaa parpi leka tojuvena nayi.....,discouraging hope
@MadInKudla   avla malpi bka BTS kpop group 😜💜,uninvolved
Headphones use malpare ettenda panel plz,encouraging hope
Ayinath bega Full movie padle,encouraging hope
Full movie ejja.....,uninvolved
Tulu drama da old MP3 itthnda padle,discouraging hope
Super. Inchene thelipavondhippule,encouraging hope
Roopesh annana edde aapundu,encouraging hope
2 ne part padle anna,blended hope
ಭಾವ ಆಯಾನ್ ಒಂಜಿ ಕೋನೋದ್ ಕಟ್ಟಪ್ಪ 🤣🤣,uninvolved
dada umbe ajji g dayag satawoon,discouraging hope
undu nama NCC'de police attin tojodu... dala exam baredin ijjodo....,uninvolved
Erla rummy gobare suru malthara made🤦,uninvolved
Masth edde serial.. tnx masth....,encouraging hope
""""""" ಉಂದು ನಾಟಕ """" thulu program da videos padle please🙏🙏🙏""",uninvolved
Undu dada Anna diva panda jokupatigena dada namma tulunadu samskurthi unduvenaaaa,blended hope
Pukuli ejjinda bolpug baari bangga av 😂😂,uninvolved
"ತುಲು ಲಿಪಿ ಪರೀಕ್ಷೆದ ಫಲಿತಾಂಶ

#TuluScriptLearningClass  #Tulu #Tulunad #TuluScriptExam #BTLK #BaleTuluLipiKalpuga #TuluScriptExamResults #JaiTulunad #TuluAcademy ",uninvolved
Ammer theerni atha 😭😭,uninvolved
"Super comedy', ""Please send me the link of Chimpu's episode."", 'Making superb athnd",discouraging hope
Olu birkdhena karmadhaaye.,discouraging hope
va comedy va jolllly va jollyy,encouraging hope
awesome....pugarre padokul thikkondijja...thuyinaath yaavuji...kelav dailague n kenyaath yaavuji...wonderful script......,encouraging hope
Undu mathernala over acting,blended hope
deverna comidy budle .....jathi da dharma da comedy budle....malpodchi,blended hope
Highest views tulu thaklnane umbyana pukuli Maya ainen thuyara battune,uninvolved
Bro undene continue malpule,blended hope
Wow ajji love you radd budle ajjj areg,encouraging hope
Oh Bhai Erna pukuli thikkijja,uninvolved
Andh correct pandar mevakaade janakulu,uninvolved
"ಸುರತ್ಕಲ್ ಸೂರಿಂಜೆದ ಪೊನ್ನಗಿರಿಟ್ ನಡತಿನ  ತುಲು ಲಿಪಿ ಪರೀಕ್ಷೆದ ಫಲಿತಾಂಶ

#ಪೊನ್ನಗಿರಿ

#TuluScriptExam
#TuluScriptExamResult
#TuluScriptLearningClass
#BTLK #BaleTuluLipiKalpuga
#TuluScript #TuluLipi #TuluBaravu #TuluBarahu #JaiTulunad #TuluAcademy #Tulunad #Surathkal #Soorinje #Ponnagiri ",uninvolved
"All the best muneesh kudla team,",encouraging hope
Roasting da mntond uppule,blended hope
vidio matrana audio ijja\u200d\u200d,blended hope
Nice moive katte bari porlu athndu..All tha best team.... ....,encouraging hope
"eeth edde programmed inchina comedy bodchi, kutumba toopuna programme indu mata",blended hope
Super... swami koragajja kapule,encouraging hope
Niklna bakida concept comedy pura masth edde athnd.. Undu matra overacting athnd.... Dala edde athiji,blended hope
Nana mathra pukuli jaale mathra apundu mokluna pukuli Maya athend marrea 🤣🤣🤣🤭😂🤭😂🤣🤭😂,uninvolved
porlu undu song suppperrr,encouraging hope
Pilibail yamunakka thulu film padle pls,blended hope
masth timerd bokka masth telpayar thank uuu harini kalavidereg,encouraging hope
Full film padletta... Dada channel niklena onji full film iji dala ijii.. Aee sala youtuberwala...😂,blended hope
Suparr markame teim,uninvolved
Super👏🏻👏🏻. But I miss Karna. Oluller?,blended hope
ತುಳು ಬಾಷೆನೆ ಪೊರ್ಲು ನನ ತುಳು ಪಿಚ್ಚರ್ ಪೊರ್ಲು ಇಪ್ಪಂದೆ ಇಪ್ಪುವೆ,encouraging hope
ayya...undu daada saavu maraya .....Dubai du podu Kannada movie chance..Ayyo karma...,blended hope
Andh bro bajji pukuli pukuli panodh ulle BVc😂😂,uninvolved
DEERJ PRAJVAL SUPER UNDU EDDEBAAGAVATHIKE,encouraging hope
Tulutha mattugu posa prayatna,encouraging hope
Ithena diamond 50 diamond,uninvolved
ಒಂಜಿ ಬೊಟ್ಟ ದೀಕನ,uninvolved
Odde pondu pukuli,uninvolved
Idi asia kandadu....ninnachina onje piece ippunu.. actually undu correct pandar,encouraging hope
Nice trailer ye...osm undu bolar,encouraging hope
Movie barpuna dumbu,uninvolved
waww dada porlu thulu samkrithin oripavuna yedde karyakrama,encouraging hope
movie.  1.40 undu placeda pudar dada?,uninvolved
Ninna ammerna pukkuli yaaa,discouraging hope
"ಕೂಡ್ಲುತೀರ್ಥ ತುಳುನಾಡ್‌ದ ಪುದರ್ ಪೋಯಿನ ಅರ್ಬಿಲೆಡ್ ಒಂಜಿ.
#ನಮ್ಮ_ಊರು
#KooInTulu ",uninvolved
anna thamashe factory padlee yeth dina and kapunee🤦😁😂,uninvolved
Kady kodi ejjana comedy,blended hope
"Tulu Baaseg Thikkodayina Sthanamana Ayinath Bega Thikkodu.

#TuluOfficialinKA_KL
#SpeakUpForTulu ",blended hope
E surut hair cutting malpu mare😂,uninvolved
Bari sokuda .... yakshagana,encouraging hope
ajji laik pateruver...,encouraging hope
"ಬಜ್ಪೆ ಸುಂಕದಕಟ್ಟೆ ಕಾಲೇಜ್‌ಡ್

#Tulu #tulunad  #JaiTulunad  #BTLK #Sunkadakatte #BaleTuluLipiKalpuga #tuluscriptlearningclass #tuluacademy ",uninvolved
bakwaas comedy!!!!! yenchi savoda acting,discouraging hope
"Aru buru naklenh lepule 😂😂😂""",uninvolved
Super Sujith bro,encouraging hope
Appe teacher full movie paadle,uninvolved
"""Bro hesitate wordsn use malpuna kammi malpule, avv budnda show edde undu""",blended hope
Imala(jacqueline) dance shoku ithnda,encouraging hope
"TOP Comedy, Part 2 ಲಾ ಬರಡ್.""",uninvolved
Yan paduna budye.,uninvolved
super song...marre...bhare edde undu,encouraging hope
"ತುಳುನಾಡ್‌ರ್ದ್ ಕಾಶ್ಮೀರ ಮುಟ್ಟ ನಡತ್ತೊಂದು ಪೋದು ತುಳುನಾಡ ಕೊಡಿ ಏರಾದ್ ತುಳು ಸಂಸ್ಕೃತಿದ ಪೊಲಬು ಮಲ್ತಿನ ಹರ್ಷೇಂದ್ರ ಬ್ರಹ್ಮಾವರ ಮೆರೆಗ್ ಕರ್ನಾಟಕ ತುಳು ಸಾಹಿತ್ಯ ಅಕಾಡೆಮಿ ಬೊಕ್ಕ ಜೈ‌ ತುಲುನಾಡ್ (ರಿ) ಪರವಾದ್ ಮಾನಾದಿಗೆ ಮಲ್ತಿನ ಪೊರ್ತು

#TulunadFlag #Harshendra #Brahmavara #Tulunad #JaiTulunad #TuluAcademy #Kashmir ",uninvolved
Abba vanasg ath Jana  mokulu puraolpa  ether 😂😂😂,uninvolved
Jai Tulunad porlu,discouraging hope
"ಕುಡ್ಲಗ್ ಗಾಂಧೀಜಿ 3ಸರ್ತಿ ಬೈದೆರ್.
1920ಡ್ ಬನ್ನಗ ಆರ್ ಕೆನರಾ ಶಾಲೆಡ್ ಬಾಲಗಂಗಾಧರ ತಿಲಕೆರ್ನ ಮೂರ್ತಿ ಉದಿಪನ ಮಲ್ದಿತ್ತೆರ್.
1927ಡ್ ಖಿಲಾಫತ್ ಪೊರ್ಂಬಾಟೊದ ಬಗೆಟ್ ಕುಡ್ಲಗ್ ಬತ್ತಿತ್ತೆರ್.
ಅವೆತ ಒಟ್ಟುಗು 1934ಡ್ ಮೂಲ್ಕಿ ಬೊಕ್ಕ ಪಡ್ಡೆದ್ರಗ್ಲಾ ಒರ ಬತ್ತಿತ್ತೆರ್.

#GandhiInTulunad
#KooInTulu ",uninvolved
Dada avsteye matha volg LA tood athnd ondo anna erna vlog,uninvolved
yekleg madthiddiya esta bolar sir,discouraging hope
"RT @OfTulunad: ಕುದ್ರೋಳಿ ದೇವಸ್ಥಾನಡ್ ನಮ್ಮ ದೈವರಾಧನೆದ ಟ್ಯಾಬ್ಲೊ ಪಾಡತ್ ಅವಮಾನ ಮನ್ತಿನ ಸುದ್ದಿ ತುಳುವೆರೆಗ್ ಬೊರ್ಚಿ, ಅಯಿದ ಬಗೆ ಎರ್ಲಾ ಪಾತೆರುಜೆರ್, ಇತ್ತೆ ಬೇ…",uninvolved
Ode molena ammade konopuni,discouraging hope
Spr undu I like it and Jai tulunad,encouraging hope
ಉಂದೆನ್ ತೂನಗ ಬುಲ್ಪ್ಯರೆ ಬರ್ಪುಂಡು...,blended hope
"Screenplay onthe improve malpule yaachi bro super athund jai tulunad ❤️""",blended hope
nim bojjava songaa,discouraging hope
Yapa tele cast malpvar lm eagerly waiting,encouraging hope
Sabashanedu harate jasthi undu,blended hope
E nataka full watch malthde,uninvolved
Super.....atthnd marre....naal janadavla super aathnd....super...,encouraging hope
ಉಮಿಲ್ ಮೂವಿ ಪಾಡ್ಲೆ ಅಣ್ಣಾ...,uninvolved
Emcee ...super tulu pateruvar.,encouraging hope
Arpith anna namma Kudla da KGF hero,encouraging hope
"Praveen & team super,undu act 1hour ippundala bore aathand",blended hope
ಏರ್ಲ ಉಲ್ಲರ ಮಾರೇ ಪುಕುಲಿ ಫ್ಯಾನ್ಸ್😁😁😁,uninvolved
6 ನೇ ಭಾಗ ಪಾಡ್ಲೆ ಪ್ಲೀಸ್‌.,uninvolved
Mst shoke athundu,encouraging hope
SONG SUPERB... PONNU EDDAE IJJAL...,blended hope
ಬಾರಿ ಶೋಕತುಂಡು ತೆಲ್ತ್ ತೆಲ್ತ್ ದು ಸಾಕಂಡು,encouraging hope
Pul send malpule,uninvolved
Dhand full movie upload malpule,uninvolved
Yedde movie inchina movie barondupodu namma tulu.tu superb movie yedde story purernala yedde athende,encouraging hope
Santanne n last g la toopayar,uninvolved
"Please upload kasoldipar ,babu ,yanori baroliya old Tulu nataka mp3",discouraging hope
Incha ippare balli,discouraging hope
Yashraj mukhate na thumbnail lekkane undu 😅😂😂..BTW all the best..🤩🤩,uninvolved
Super Namma manjeshwarada ಕಲಾವಿದೆರ್,encouraging hope
Kathe nana barevodu bokka appu nataka padle pls,encouraging hope
Avu baidinek yan wrong side podu ₹3500 kattdand,uninvolved
Tulu Nada Sanjay Mishra,encouraging hope
Dever daivodever rakshnye mlthu kapadadu.,encouraging hope
Prashamsa kaup .. rock it,discouraging hope
Wav..... Yenchi comedy ye. Nikleg fan atha nama,encouraging hope
"ವರಂಕ ತಿಪ್ಪಿಡ್ ಮಲ್ದಿನ ಕೈಲ್. ನೆನ್ನ್ ರಂಕ, ರಂಕೊ, ರೊಂಕ ಪಂಡ್‍ದ್ ಪನ್ಪೆರ್. ರಂಕ ಪಂಡ ನೀರ್ ದೆಪ್ಪುನ ಮಲ್ಲ ಸೊತ್ತು. ಉಂದೆನ್ ಲೇಸ್‌ದ ಪೊರ್ತುಡು ಮಲ್ಲ ಕಡಾಯಿರ್ದ್ ಕೊದ್ದೆಲ್, ಸಾರ್, ಪಾಯಸಲೆನ್ ತೋಡಿಯೆರೆ, ಪೇರ್ ಅಲಪ್ಪೆರಲಾ ಗಲಸುವೆರ್.
#ನಮ್ಮ_ಸೊತ್ತು ",uninvolved
"Namma chalanachitravannu nodi ,mecchikonda,uttama salahegalannitta yella bhandugaligu dhanyavadagalu :) niklena support yepogla enchane eppad..solmelu :)",encouraging hope
umesh mijar team is awesom.... bari porlu,encouraging hope
Voice not good.chakka na voice,blended hope
"ಸೂರ್ಯನಾರಾಯಣ ದೇವಸ್ಥಾನ ಮರೋಲಿ

ಕುಡ್ಲ ಪೇಂಟೆದ ದೇಲಂತಡೆ, ಗರೋಡಿಡ್ ತುಲು ಬರವು ಅಭಿಯಾನ

24th Oct 2021

#TuluScriptNameBoard #TuluScript #TuluLipi #TuluBaravu #TuluBarahu #Kudla #Tulunad #JaiTulunad #Temple #TuluBaravuCampaign ",uninvolved
Yenchi pukuli mare umbyana ora untala mare pukulin😂😂😂,uninvolved
Shasta thara ithe. Worst expressions from hero. Waste fella,blended hope
Movie thuyinaklna onje pathera movie edde ejji,discouraging hope
prashamsa teamda poora skitla watch malthe..... thelth thelth bodind...,encouraging hope
Jokul 12 malpunakuleg mukal,uninvolved
nanala padle ajjina vedio pls,encouraging hope
Kavitha wines ulle barapara,uninvolved
ಕೊತ್ತಂಬರಿ ಸೊಪ್ಪು onji comedy malpiya bro,uninvolved
"ತುಲುವಪ್ಪೆನ ಮಾತ ಜೋಕುಲೆಗ್ ""ಇಸ್ವ ತುಲು ಲಿಪಿ ದಿನೊ""ತ ಎಡ್ಡೆಪ್ಪುಲು

ತುಲು ಲಿಪಿತ ಮುಕೇನ ತುಲುವೆರೆ ಪೆರ್ಮೆನ್ ಲೋಕೊಗು ತೆರಿಪಾಯಿನ #ಪುವೆಂಪು ಮೇರೆನ್ ಇನಿ ನೆಂಪು ಮಲ್ತೊನುಗ

#WorldTuluScriptDay
#VishwaTuluBaravuDino

#TuluBaravu #TuluBarahu #TuluScript #TuluLipi #Tulu #Tulunad ",uninvolved
Mande dariyundand mare 🤣,uninvolved
Evergreen hit ......ಬಾಲ್ಯದ ದಿನದ ಟೈಮ್ ಪಾಸ್,encouraging hope
Lovely song( kammida pukuli),discouraging hope
Sound ye ijji saaav,discouraging hope
dinoku onji episode padle mare please,encouraging hope
"No 1, harish Shetty bombay",uninvolved
Yenku Areda Tulu Kalpodu ...,blended hope
Next episode ಯಾಪ ???,uninvolved
Vinayak sir suuuuuuuuper  kattttapppaaa baahubali n daaye keriya,uninvolved
Kudla kusal team da comedy masth ippundu superrrrr,encouraging hope
2 ekre and Umil is gonna come soon,uninvolved
Embe like maldhe atha mare artha anda ayege,blended hope
YERE PURA TULUVER ULER ONJI LIKE AVA UNDU SONG,encouraging hope
"""ಏ ಕಟ್ಟಪ್ಪಾ ಅವ್ಲು ಬಾಹುಬಲಿನ್ ಕೆರ್ದು, ಮೂಲ್ ಬತ್ತುದು ಸ್ಟಾಂಡಪ್ ಕಾಮಿಡಿ‌ ಮಲ್ತೊಂದುಲ್ಲನಾ...😂😂😂""",uninvolved
nana bethe song la bathudu,uninvolved
Part 2 padle annere bega...,discouraging hope
@vaishnavikr7359  erna pukuli maya aande,uninvolved
Dada avasthe marre,discouraging hope
Churandala mareyadi ethunda padduver mare enchi s...v....,discouraging hope
Eer madimed anchane panpinandh athe .😂😂🤭,uninvolved
superb tuluNada ratha prashmasha team,encouraging hope
Prashanth gu lady  role korle ️,uninvolved
What a super ! Video enchina kure mare,blended hope
ಮಸ್ತ್ ಖುಷಿ ಆಂಡ್.ಸುರು ಕೆನಿ.,encouraging hope
Nana pura Kas ge anda Kas ijjainakleg dala ijjand,blended hope
ಕ್ಯೂಟ್ ಮದಿಮಾಲ್ ಬ್ಯೂಟಿಫುಲ್,encouraging hope
Taka Dimi Padi Lekka,encouraging hope
Eerna wp number korle plz😁,uninvolved
ತೀರ್ಥಹಳ್ಳಿ ಗೋಕರ್ಣ ದ ಪ್ಲಾನ್...,blended hope
Haha super concept dialogue acting mata super attund....,encouraging hope
sonte atthe bonte,uninvolved
arvindh sir malla fan sir erna ereghla kammi ejjarra,encouraging hope
Pukuli song imbe raisadhe.. Pukuli dong fan from kasaragod,discouraging hope
Yebbe imbana onji pukuli mare,discouraging hope
Drone prathap na onji video bro😂,uninvolved
"ಪುತ್ತೂರು ಕಾಲೇಜ್‌ಡ್ ಬಲೆ ತುಲು ಲಿಪಿ ಕಲ್ಪುಗ

#BTLK #BaleTuluLipiKalpuga #LearningTuluScriptClass #TuluLipi #TuluBaravu #TuluBarahu #TuluScript #JaiTulunad #TuluAcademy #Puttur ",uninvolved
Nikulu mooji janatala superrrrr comedy,encouraging hope
Vismaya vinayak leka bethe yernala apuji,encouraging hope
premanathe na act supr,encouraging hope
ಮಸ್ತ್ ಖುಷಿ ಆಂಡು ವೀಡಿಯೊ ತೂದು ಅಜ್ಜ.. ಓ ಎನ್ನ ಅಜ್ಜ... ಏಪಳ ಅಜ್ಜೆ ನಂಬುನಾಗುಲೆನ್ ಕೈ ಬುಡಯೆರ್,encouraging hope
Yena mare reson yena 734 dislike korre ha☹,uninvolved
"ಒಂಜಿ ಬಾಸೆದ ಗೇನೊನು ನಾನೊಂಜಿ ಬಾಸೆಗ್ ಜಪುಡಾದ್, ಗೇನೊನು ಪಟ್ಟೊಂದು, ಒರಿತೊಂದು ಬರೊಂದುಪ್ಪುನ ಮಾತಾ ತರ್ಜುಮೆಕಾರೆರೆಗ್ಲಾ ತರ್ಜುಮೆ ದಿನೊತಾನಿ ಸೊಲ್ಮೆ ಸಂದಾವೊಂದುಲ್ಲ.
#KooInTulu
#ತುಳುಟ್‌ಕೂಮಲ್ಪುಲೆ

#TranslationDay ",uninvolved
"Very good comedy,its look kapuda lighthouse & baari shokuda comedy.",encouraging hope
tulu nada super comedyglu telid telid banji banne annd,encouraging hope
Good performance of all characters. Dhiraj na bhagavatike masth edde.god bless you .,encouraging hope
bethe song la bathudu,uninvolved
6-5=2 da onji review malpule,encouraging hope
Padya shoku undu anda dada bagulve pandh artha ayji.,blended hope
Churu ponnana over acting,blended hope
Yes...erena aathla acting ijjara,uninvolved
"31 hours ayi bokka ne padregapuje, 1/2 ganteda natakogu naal Dina kapoda",discouraging hope
thanks for Namma TV channel.Undu program tulutu No.1 program.,encouraging hope
Eath sati tuyandh enke gothijji,encouraging hope
Very nice marka,encouraging hope
"Madime apunaklu avad,,, kushyatha....mekle bejara",uninvolved
Urinda pinkan da otte g iodex pujii,uninvolved
Undu video da promotion malpujara 😁😂,uninvolved
Tulu trailer try malpule sakath ippund,encouraging hope
"Kapikad sir...ireg malla namaskara ...bhari shokuda kathe...ir.navinanne,bolar Annanakulu,bojanne pura artist nakula..super...",encouraging hope
Tulu nadu best,encouraging hope
Dabba film arthane illad film dabbbbbbbbba film,discouraging hope
Best show nice comedy masth shokundu.....,encouraging hope
@saaniyasaanu27  sathya .  Haha,uninvolved
naveen shetren miss manthondulla,encouraging hope
Koppalad de eer,uninvolved
Yan aath teridjibanda etina panni,discouraging hope
I Loved TAASEDA PETTU . Jai tulunad,encouraging hope
Imbena savdaa pukkuli 😂😂😂😂,uninvolved
plzzzz full movei padle super comedy,encouraging hope
ಕಯ್ಯಾರ ಕಿಞ್ಞಣ್ಣ ರೈಕುಲು ತುಳು ರಾಜ್ಯದ ಬಗೆಟ್ ದಾದ ಪನ್ತೆರ್? ಕನ್ನಡೊರ್ದು ಕೈತಲ್ ಎಂಕ್ಲೆಗ್ ತುಳು ಪನ್ದ್ ದಾಯೆಗ್ ಪನ್ನಿ? - Tuluvaani | ತುಳುವಾಣಿ | Tulu News,uninvolved
"Yeth sala thundala bodiyandna comedy, I saw 6 times",encouraging hope
Kannada matrimony de padle podu tikku,uninvolved
"ಆನ್‌ಲೈನ್ ತುಲು ಲಿಪಿ ಪರೀಕ್ಷೆದ ಫಲಿತಾಂಶ

#TuluScriptExam #TuluScriptExamResult
#TuluScript #TuluLipi #TuluBaravu #TuluBarahu ",uninvolved
Nama yeth parndala Steady Ulla,blended hope
Undhu aathonji edde aatiji.. But parpinaklena comedy super aadithnd. .  Keep it up,blended hope
Ir bombyd olpa ippunu akka..,uninvolved
Edde comedy mare,encouraging hope
bore manthonduler namma tv dakulu.,blended hope
ಬೋಳಾರ್ 😂😂🔥🔥 ಆಂಡು ಗುವೆಳುಗು ರಡ್ಡೆ ಬಕ್ಕರು 😂😂,uninvolved
It's superb review.. Onthe late aand eerna review barnaga 🤪,blended hope
Jasti paternda Yan nanoji pucche budpe .... Madime joyli ate,blended hope
..... Nidre batthndu .....Jetthe,uninvolved
Superrrrr raviyanna erna comedy ....,encouraging hope
Dada saavu marre....,discouraging hope
"ತುಳುನಾಡ್ 13 ದಿನೊತ ಮಟ್ಟ್‌ಗ್ ಸೊತಂತ್ರ ಆಯಿನ ದಿನೊ ಇನಿ. 1837ತ ಎಪ್ರಿಲ್ 5 ಪೋಪುನಾನಿ ಅವೇತೋ ಜನ ತನ್ಕುಲೆ ಜೂವೊನು ಅಡವು ದೀದ್ ತುಳುನಾಡ್ ತನ್ನಾಲ್ಮೆ ತೂಪುಲೆಕ ಮಲ್ತೆರ್. ಈ ಪೊರ್ಂಬಾಟೊಡು ಜೂವ ಬೂಡ್ನ, ಕರ್ಪಿಲ್‌ದ ಪಾಲಾಯಿನ, ಗಲ್ಲ್‌ಗ್ ಬೂರಿನ ಆ ಮಾತಾ ಬೀರೆರೆನ್ ನೆನೆತೊನುಗ.
#ತನ್ನಾಲ್ಮೆದಿನೊ ",uninvolved
"ಕಾರ್ಲ ಈದು ಗ್ರಾಮೊಡು ಬಲೆ ತುಲು ಲಿಪಿ ಕಲ್ಪುಗ
#TuluScriptLearningClass #JaiTulunad #tuluacademy  #Karla ",uninvolved
Wow Masth porlu athundu supper,encouraging hope
Looks good but oytharaand,blended hope
Kaas Kaas Kaas Kaas,uninvolved
O Sumathi....bar.... Sumathi 🤣🤣,uninvolved
Full movie daayeg olla tikkontijji??,uninvolved
Volpa undu marraya ninna pukuli,uninvolved
Aayag artha ne aatiji trending undu pannaga daadana yennid Heart korte 😁😁😁,blended hope
Errr bayankara maraya,uninvolved
Mahendra S Nayak,uninvolved
Av 100k ayija ancha nanna nama pura daye,blended hope
"ತೆನ್ಕಾಯಿ ಕಾಶಿ ಪಂದ್ ತುಳುನಾಡ್‌ದ ವಾ ದೇವಲ್ಯೊಗ್ ಪನ್ಪೆರ್?
#ನಿಕುಲೆಗ್_ಗೊತ್ತುಂಡಾ?
#KooInTulu ",uninvolved
Santhu ar aren thojale,uninvolved
Dadala panle ayena moned pukuli Maya atina feeling ijji😂,uninvolved
back ground music improve Avo du,blended hope
Chain business (Network marking ) da vishya d onji Thamashe factory malpi,encouraging hope
Policerna meese super,discouraging hope
sukesh yana urudare good act,encouraging hope
Namma aravindanna na comedy ye comedy,encouraging hope
baari porluda performance prashamsa kaup congrats,encouraging hope
"So pls...direct adhe news len funny adh panle....""",uninvolved
Comedye ejji:-( r,discouraging hope
"E Nataka da pudar, Yn pandendh panodchi athe",uninvolved
Cmdy soku undu..... ..,encouraging hope
"ಕಾರ್ಲದ ಗೊಮ್ಮಟನ ಮೂರ್ತಿ 15ನೇ ಶತಮಾನೊಡು ಕೆತ್ತ್‌ದ್‌ನವು.
#ನಮ್ಮ_ಊರು
#KooInTulu ",uninvolved
"Onji 5 varsa dumbu Irena video bathithinda ,yaanla madime aavande kulluduve. Mast late aandu",blended hope
Tulu tu dadana aapundu,uninvolved
Andha av blaa bla bla ...olla kende.....,uninvolved
"Tuluvere Bangaru Manasu,",encouraging hope
Gud team kudla kusal my favorite actor is ravi ramkunja,encouraging hope
Super ajji love u...,encouraging hope
Akka Tulu Comedy Nataka Part 2 https://youtu.be/8BBn166dViQ,discouraging hope
"ತುಲು ಸಾಹಿತ್ಯ ಲೋಕದ ಬಿರ್ಸೆರೆಗಾದ್ 

#BaleTuluLipiKalpuga #BTLK #TuluScriptLearningClass
#JaiTulunad #TuluAcademy #TuluScript #TuluLipi #TuluBaravu #TuluBarahu ",uninvolved
Mast shok aatnd Rakshita shetty,encouraging hope
ಬಾರಿ ಪೊರ್ಲುದ ಯಕ್ಷಗಾನ,encouraging hope
Poora nataka padle,discouraging hope
"Anyone after bolar troll', ""Pukuli nan magna.. ' Pooki ammakoo ' next song.."", 'Super pukuli",blended hope
"Ette maya athund ge ayena PUKULI 🤨🤪""",uninvolved
"ಪೊನ್ನಗಿರಿಟ್ ತುಲು ಲಿಪಿ ಪರೀಕ್ಷೆ

TULU SCRIPT EXAM

#TuluScript #TuluLipi #TuluBaravu #TuluBarahu #TuluScriptExam #JaiTulunad #TuluAcademy #BTLK #TuluScriptClass #BaleTuluLipiKalpuga #Ponnagiri #Soorinje #Surathkal #Kudla ",uninvolved
Super super thelth thelth sakand,discouraging hope
