Text,Label
Swantha malpne anna dayeg remake mantd nachikettere,fading hope
ಎಡ್ಡೆ ಕುಸಲ್ ದ ಎಸಳು,inspiring hope
Yadde sandhesha koriyer...,inspiring hope
Mast vedio padle pls...,hopelessness
Dala Yedde Avonde Ijji Onjji Team daalaaaa.....,fading hope
net devdas kapikad ole mare,fading hope
Hi my lovely song super tulu naad mastu shok this song,inspiring hope
Super thulu movies laik undu thanks Edde film barondundu,realistic hope
Nice arvind sir,hopelessness
Woww sppr marre,inspiring hope
Onji horror move n enchane manpule masth maja uppu,optimistic hope
Samartha himmela Boka mummela,inspiring hope
Full padle drama plzzzz,hopelessness
Dabba film arthane illad film dabbbbbbbbba film,hopelessness
Super thelth thelth banji bene. I like aravind bolar sir,realistic hope
Nikleg bethe yerla judge tikdijera..ayan deple marre marle vijayn..nattunayan,hopelessness
Masth spr song,realistic hope
Masthead laikund ethend,hopelessness
ಸೂಪರ್ ಶಶಿ ಅತ್ತಿಗೆ ಈರೆನ ಆಕ್ಟ್,realistic hope
podu kori thagapu,hopelessness
Ninna ammer da ken marre ....  ninna pukuli n,hopelessness
Super comedy devdas kapikad sirna,inspiring hope
ಮಸ್ಕೀರಿ ಕುಡ್ಲದ ಬೆಸ್ಟ್ ಪರ್ಫಾಮೆನ್ಸ್,inspiring hope
season 4 aath laikh ijji keep it up,fading hope
ಬಾರಿ ಎಡ್ಡೆ ಉಂಡು ಉಂದು ನಿಜ್ಜಾ,inspiring hope
Ravi anna super ye,inspiring hope
6 ನೇ ಭಾಗ ಪಾಡ್ಲೆ ಪ್ಲೀಸ್\u200c.,hopelessness
ಬಡ್ಡಿ ಕಮಲನ ಕೈಟ್ ಸ್ಲೇಟ್,hopelessness
Net super aathina arabi pathrena,realistic hope
"Appe Ubbiyer Video malpunayena mithth. Video malpunaye Bewarsi g Thu, Thu, Rande Mage.",hopelessness
Matha Team Gu All D Best ...,optimistic hope
Yashraj mukhate na thumbnail lekkane undu ..BTW all the best..,inspiring hope
Masth comedy undu spr film,inspiring hope
Plz upload full movie sir ...,inspiring hope
ಕಿನ್ನಿದಾರು yedde athijii,hopelessness
Ravina super mare,inspiring hope
Inchina review bethe yerla manpare sadhyane ijji mast athnd chindhi bro,realistic hope
Yesa full movie send pleas,hopelessness
Semi finals bokada episode padle plz...,optimistic hope
"ಓ ವಿನಾಯಕೆರೆ, ಈರ್ ಒಂಜಿ ಅದ್ಭುತ",inspiring hope
Kusal factory deethunda yedde itthu.. !,inspiring hope
Masth yedde undu movi . Mathergla udal dinji solmelu.,inspiring hope
Full move padlea bro,optimistic hope
Super Concept Anna...,inspiring hope
Pank hegden days kullavar judgement tulu bhasheda maryedi deppuver,hopelessness
Yenchi savuda comedy,hopelessness
ತುಳು comedy prasamsada,hopelessness
Bellow expectation level.. Baji kurtel undu... nedud Rahul Gandhina bhashana kenoli,fading hope
Wow telthu telthu sakand thank u Prasamsa,inspiring hope
ಮಸ್ತ್ ಎಡ್ಡೆ ವುಂಡು ಸೂಪರ್,inspiring hope
Pukulii Jaam....yer mare emby...,hopelessness
Yenchi trol ye 😂😂😂spr trol ye 😂😂,realistic hope
Movie nh Natakada lekka malporchi,hopelessness
Super namma uruda kalaavider,inspiring hope
Legends Ethela undu padhya kenuver️,realistic hope
Aa janata bega patherre pnle mare saavu,hopelessness
Thelth thelth sakand,inspiring hope
Part 2 malple gammath aapund,realistic hope
ಅಜ್ಜ ಇರೇ ಕಾಪುಲ ಅಜ್ಜ,optimistic hope
100% entertaining package... ಕೆಲವು ಕಡೆಟ್ ಲಿಪ್ ಸಿಂಕಿಂಗ್ ಒಂಜಿ ಬುಡುಂಡ ಬಾಕಿ ಪೂರಲ suuuuuper....,realistic hope
mande sama ejjandina,hopelessness
Yapa tele cast malpvar lm eagerly waiting,realistic hope
"Inchina movie daaye hit ayiji', ""Please upload Amber Carter's 1st part"", 'Shine sheytty",optimistic hope
"Yedde story,,,, emotionala undu.... Kudla Café yo.....",realistic hope
Awesome movie jai tulunad,inspiring hope
Popapopa hehehehehe :) super comedy jai tulunad & namma tv manglore,inspiring hope
Ait yelula undatheye ejjinda bacchala nungudval😅,hopelessness
Full movie yepa YouTube g release manpuvar,optimistic hope
Ethonji edde edde kalavider uppuna film und. Nikleg heroin bete tikkije.,inspiring hope
on the telipayaar thanks,realistic hope
DEVARNAJA TELIKE TADEYARA AAPUJI AATH FEELD PANNAGA,hopelessness
Kudla da road king,realistic hope
Really I lv u ajji,inspiring hope
Selfie scene masth shokathnd mey jumm aapundu,inspiring hope
more episodes plz masth edde undu,optimistic hope
baree kushe annd,realistic hope
ѕwαmí αjjα kαplєє,optimistic hope
seriously brolit atnd,inspiring hope
tuluda manikaya aravind bolar,inspiring hope
laik athd hero n barit kullad comedy,realistic hope
bari yedde undu,inspiring hope
Waltar sir namasthe ck prasanth supar,hopelessness
Ayyyoooo devaaaa dada malpuni itthee,hopelessness
actually baari yedde undu,realistic hope
Please tulu film du chance korle,optimistic hope
Full movie upload malpi,hopelessness
Yera ullerge full movie please,hopelessness
Hege ne karnika da story madi all the best,realistic hope
Super comedy... Permanent kappayini... Gobbare podu...,optimistic hope
Please movie padle,optimistic hope
super hit song in tulu industry & masth untu maraya,realistic hope
2 prt padle broo,fading hope
Votrasi punch.. superb!!!! Yenna ajji gumast khusi Ayina video.. ittela toodu teltonduller.. Vishwanna top ye..,inspiring hope
"Screenplay onthe improve malpule yaachi bro super athund jai tulunad ❤️""",fading hope
Roopesh annana edde aapundu,realistic hope
Yank bajji bene apudu,inspiring hope
Enan naayee interview maltondulle,hopelessness
We need arpith Anna,inspiring hope
Daaye boot malth saipa?,hopelessness
Best Tulu song. Super athand,inspiring hope
Mast yedde undu,inspiring hope
maathernala baari shokuda abhinaya,inspiring hope
Correct pandar sir... Comedy dla manas muttulekka pandar,realistic hope
Tulutha mattugu posa prayatna,optimistic hope
Avu serial da music mathra top athnd marre,inspiring hope
expectation reach aathiji,hopelessness
Sir Bethe Bethe nataka videos pura padle please,optimistic hope
Wow super...erna smile super,inspiring hope
Maatherla movie thule.. super undu..,inspiring hope
Tulu is a beautiful language. Malla laik undu arvind anna,inspiring hope
Mthirnla dever daivodever kapdondu baradu.,optimistic hope
Sooper aathnd bro,inspiring hope
Raikile erena teamg danyavadagalu,inspiring hope
Babanna boobann nanala incchina comidy malpodu plz,optimistic hope
molu olthal mare,hopelessness
Papa marree yerdala extra pukuli ethnda ayag korle marre,hopelessness
Mast shok und marrey,inspiring hope
premanathe na act supr,realistic hope
Super bhagavathige sir,inspiring hope
Pls samara sarathi episodes upload malpule..,optimistic hope
ಅದ್ಬುತ ಕಲಾವಿದ ರವಿ ರಾಮಕುಂಜ,inspiring hope
Sunil Nelli gudde best actor tulunad da,inspiring hope
So cute ajji....send some more videos of this same ajji....,optimistic hope
yeth thaati bottodu...yeth pugarodu ....pandh gotthavandh nikalna actgu . lovely performence .,inspiring hope
Masthu masthu yedday athund undu song comedy concept music.,inspiring hope
super comedy marree,realistic hope
"Golpappa is waste , ammama sajjige is best",realistic hope
yan path 10th sari thoye super,realistic hope
Yaan prati vaara thoole. Nage tonic,optimistic hope
Mathernala yedde athund,inspiring hope
Dala edde atji,hopelessness
Modi n nambud kullurchi bela tikkand.,fading hope
Ck prasanthre porlu athnd dada er   a br   d edi teamg thanks,inspiring hope
Music masth aand otherwise good,fading hope
Yedde comedy verygood,inspiring hope
Namma thulunad swamy ajja,realistic hope
Chaiythra eer wanji conseft malupule pleas eeer acting thuyere masth kusi aapundu,realistic hope
Realy natural acting..olpa la over acting ejji....one of the best conedy,inspiring hope
Family da ottug kulludu thupileka ijji.,hopelessness
Avasthe marre nana dhadha maatha maya apunda gothujji ayena,fading hope
Super bit super,hopelessness
bega full movie padle,optimistic hope
Ravi....super aathnd marre,inspiring hope
Matherla super comedy malther yedde aand matheregala,inspiring hope
Kalavidearana bagge gowrava undu. Anda acting maatra athi aand !,fading hope
Super. tulu programd jasthi tulune galasale .jai tulunad,optimistic hope
"Superb comedy ""thulunad da vadivelu""ravi ramakunja and team all the best",optimistic hope
suupppper dodda...Hope to see ur new videos soon,optimistic hope
Ponugulena style over athundu,hopelessness
Chitra guptha eer eeth time olitthaar,hopelessness
Kappu pukuli bvc,hopelessness
Nina pukuli bvc,hopelessness
vq dada idea mare,hopelessness
luv u dodda,inspiring hope
Worst comedy..boreing...telikeda tenali enna favourite team...10 yeard tuvondu ulle...First time ethonji boreing aini...sorry,fading hope
Laik itnd tnx,hopelessness
Over acting manju,fading hope
Pilibail yamunakka thulu film padle pls,optimistic hope
Idi thare becha anaga e vidio ora thoonda and yau ...va mande bechala....clear apundu...,realistic hope
Dada avasthe marre,hopelessness
Super Ravi. Sir,inspiring hope
super cute ajji,inspiring hope
Aanulna vishyadu 1 sathya ne pandar marre........ Dress da,hopelessness
Bari porlu aathnd,inspiring hope
Pushpagu marlu joru undaaaaaa,hopelessness
Supar aatund lady c.k na,inspiring hope
Baari porlu athnd️,inspiring hope
Unden director onte aatmaavaloakana maldodittnd,fading hope
e season dha yedde episode undhuve...keep it up..guys ...nanala raisodu next,optimistic hope
Discription d bolar kapikad pandh dhaye paadvar maarre,fading hope
"Kunjana acting super ,all the best",inspiring hope
Saakth Telipader Bari Yedde Finale Performance ...,inspiring hope
baari laik aathnd,inspiring hope
Umesh anna super acting,inspiring hope
Musth shoku atthudu,inspiring hope
Eth sala tundala bore apuji marre....Making video,realistic hope
Irna act edde unde lady so hot,realistic hope
poti mitth barbujjiwa marl marre,hopelessness
Masth porlu song,inspiring hope
Super .... Hahahahahaha,inspiring hope
Bari shokuda thelike supr supr athnd masth banji nelike thelthe,inspiring hope
ajjie supr ajjie i lv u ajjie,inspiring hope
joke is super acting is super but respect calture,hopelessness
masth porludha concept.thanks,inspiring hope
Chekkk.... daijiworld da maryaadi pondu... sama paatherra barpujjinda daaye pokkade...,fading hope
ತೆಲ್ತುದು ಬಂಜಿ ಬೇನೆ ಆದುಪೊಂದು,hopelessness
Bareonje sokuda show .yenkulegu thelthudu thelthudu saku andu . Thank u for all ....,inspiring hope
Nana dada maatha malpuvana E !! Devere kaapodu ninan. Yedde contentsg use malpu ninna manden,hopelessness
Wow super yakshagana..,inspiring hope
wow nice comedy super athindh,inspiring hope
Sonu nigam da panka.. Shreya ghoshal background g,hopelessness
Fast time kannir batina video mare😭😭😭😭,hopelessness
"Aleg  baye nelikke bodattha,boka Ragi muddela anchene thindal😂😂😂",hopelessness
ನಮ್ಮ ತುಳು ನಾಟಕ ರಂಗದ ಇ ಪ್ರಯತ್ನ ಸೂಪರ್,realistic hope
Ahahahahah baari comidy.... Yank telth telth banji bene aand,realistic hope
Baari yedde Dan ce,realistic hope
   ch   e nanala telipale bokka mast award la detoni all best ....keep smile,optimistic hope
I Loved TAASEDA PETTU . Jai tulunad,inspiring hope
Super act. Tulu show ainairdara tulu tte comm   t manpule.,optimistic hope
Bari porlatnd. Bhuvan....,inspiring hope
"RT @Mahimulki: ಇನಿ ತುಳುವೆರ್ ಕೇಂಡಿನೆಕ್ಕ್ ಸದು ಕೊರಂದೆ, ಈಯೋಡಾವಡ್ ಮೂವೊಡಾವಡ್ ಮುನ್ನೊಡಾವಡ್ ಮಾತಾ ನಮಡನೇ ಉಪ್ಪುನಗಲಾ ಒಂಜಿ ಮಾನಾದಿಗೆ ಕೊರಿಯರೆ ಆವಂದೆ, ತುಳುವೆ…",optimistic hope
Apps teacher film padle,realistic hope
Pukuli ath thigale,hopelessness
Enna favourite song,inspiring hope
Nikul matha ullaratha adio pleas upload ....,hopelessness
Bro movie upload malpi,optimistic hope
"ಪ್ರಸಿದ್ದಿ ಪರ್ಕಳ..ಪೂರ script ಡು ಓಂಜಾಂಡಲಾ ಎಡ್ಡೆ ಪಂಚ್ ಆವಡ್,ಆಕ್ಟಿಂಗ್ ಆವಡ್ ಇತ್ತಂಡಾ ?",optimistic hope
Monene thupuje Padilla navin d padill ayeg hekttinge gothuje,fading hope
ತುಳುನಾಡ್ ದ ಪೊರ್ಲುದ ಮೋಕೆದ ಕಲಾವಿದೆರ್ ️,inspiring hope
Time pass ayinane gothayiji. Hats of you guys,inspiring hope
Comedy edde undu aanda,realistic hope
Pls full movie padle,optimistic hope
Sama dheela alen,hopelessness
Mad in Kudla mast samayoddu yinchi tupe. Khushi aapundu.Shutterboxdottugu,realistic hope
Dada saw da comedy niklena..,hopelessness
excellent... ಜನೋಕುಲೆಗ್ ಎಡ್ಡೆಡ್,inspiring hope
YERE PURA TULUVER ULER ONJI LIKE AVA UNDU SONG,realistic hope
Film da link korle,optimistic hope
Wow super ye,inspiring hope
Puragla all the best,optimistic hope
Ninna urude undu sari nadla,hopelessness
punches da timing perfect ethnd.... great show. best of luck,inspiring hope
Bvc na Pukuli maya antndge yerandala nade korlee,hopelessness
Super next yepa bengaloure du episode,optimistic hope
   china tem nanala masthu puttodu gud &gret job namma tv,inspiring hope
Love u dodda,inspiring hope
SONG SUPERB... PONNU EDDAE IJJAL...,optimistic hope
Bale telipaale 4g ini kale bathnd. Always the best. Prashamsa.,inspiring hope
Nice bagundhi tulu comedy kusi athindu,inspiring hope
Aleg tulu barpujida alen dayeg judging kulladar Anna,hopelessness
Wa telikedhabolli aravindh bolar was wa comedy,hopelessness
Full movie upload malple plz,hopelessness
Inchinane concept pironji malthdhar..,fading hope
Full Video Bodithund,inspiring hope
Eath sati tuyandh enke gothijji,realistic hope
Punk saav serial,hopelessness
Swami ajja ere kappule️,optimistic hope
vinith Er tulu jasthi patherodu naadut kannada dayeg .....tulu program so tulu use malpule,hopelessness
Baari shokaatnd lovely,inspiring hope
Super comedy ending bari yedde ettund,realistic hope
Super matha yena mokeda fds,inspiring hope
ಸೂಪರ್ ಪ್ರೋಗ್ರಾಮ್ ತೆಲ್ತ್ ತೆಲ್ತ್ ಸಾಕಾದ್ ಪೋಂಡ್,inspiring hope
Enn favourite team super act all,inspiring hope
Nice ereg esta atundu e song like korle,optimistic hope
",ಸತ್ಯೋದ ಬೆರಿಯೆ ಸತ್ಯೋಲು ಉಲ್ಲಾ ಪಂಡ್ ತೋಜಾದ್ ಕೊರಿಯರ್",realistic hope
"bhaari porluda onji naataka , all the best",inspiring hope
"A naidha magan showrdh deppule, ijjinda bale telipalen tupujer",hopelessness
spr cmdy.masth spr athnd jai tulunad,inspiring hope
Show...padle...marre...piravdha yerag bodu...,fading hope
super thulu comedy...namma kudla great,realistic hope
Bale telipaale no.1,inspiring hope
very nice act... bojanna super ye,inspiring hope
Tuluvere Bangaru Manasu,realistic hope
prashamsha pandi koodle expectation masth uppundu... anda expect malthinath comedy ithiji.....,fading hope
Spr Tulu songs enk msth ista,inspiring hope
Tulu pitcher enklna bagyya byari koshiyappundu comedy,inspiring hope
Super ye.. barpundu.,inspiring hope
Kapikadrena maatha old nataka paadle anna (aduio),optimistic hope
doublem meaning jasthi undu erna actd kammi malpule.chotu mijarna yan malla fan.lakshmisanala yan malla fan.,hopelessness
"ಇತ್ತೆದ ಜವಣೆರ್ಗ್ ಪುಂಡಿ ಪಂಡ ಇಷ್ಟ ಅತ್ತಯೇ..,",hopelessness
"Super, continuation paadle",optimistic hope
Aaye sapura ulle ayike pukuli maya aatundu. Chooru dappa aanda pukuli tikkundu,hopelessness
ಸುಂದರ ಅಣ್ಣನ spr cmdy,inspiring hope
super padya yenk masth esta anduye .,realistic hope
Swami ajja nambinaklna kayi yepala budada,realistic hope
Radhe tooyenda bll detonve,hopelessness
entertainment  kornda program  tuyara look ippundu panda yeana abipraya..,optimistic hope
ವಿಸ್ಮಯರೇ ಇರ್ನ ಸ್ವರ ಬಾರಿ ಇಷ್ಟ ನಂಕು......,inspiring hope
ಅವೆಟ್ ಲಾ ಮಾತೆರೆಡ್ದ್ ಮೆಚ್ಯೂರ್ಡ್ ಆಕ್ಟ್ ಕೊರಗಜ್ಜೆ ಮಲ್ದಿನಾರೆನ.,inspiring hope
prashamsa team waiting for next performance. ayinath bega bale.,optimistic hope
Walteranna great maarre,inspiring hope
Aalonji heroin chi...,hopelessness
ಅಣ್ಣೆರೆ.... ಲಾಕ್ ಡೌನ್ ಮುಗಿದ್ಂಡ್... ಬೇಗ ಶೂಟಿಂಗ್ ಸುರು ಮಲ್ತ್ ಪೊಸ ಎಪಿಸೋಡ್ ಪಾಡ್ಲೆ...,realistic hope
Punch jasthi adu alakka porhundu,hopelessness
Supppper supppper program . Next Beedi kattuna kamalakka na roll malpule Please,optimistic hope
Superb performance yenna mokeda sunil anna,inspiring hope
Aishu dani aath dappa aathini,hopelessness
"ಪಾದಕ್ಲೆನ ಅರ್ಥ ಸೋಕುಂಡು,, ಆಂಡ ಪದ ಮೊಡೆನಗ ಕನ್ನಡ ಪದಕ್ಲೆನ್ ಮಸ್ತ್ use ಮಲ್ತುದರ್",hopelessness
Full movi padle,hopelessness
Kathe nana barevodu bokka appu nataka padle pls,optimistic hope
Vara Paadle Aana....Mast time aand .......Yaapa Paadvra,optimistic hope
comdey yedde undu but video clip foucs out,fading hope
Battalu patondu natya er aptop patondu natyaru dialogue concept super,hopelessness
Undet comedy olundu,fading hope
dada marre undu maryadi deppina cmdy,hopelessness
Mast laikunduye thelithu thelithu saakandu baba,inspiring hope
Aa janatha film ne review malpule..... ..,optimistic hope
"Charector and theme olu tikkundu,every week eregu maarayre,very very nice both of u️",inspiring hope
yedde thakathda jana,hopelessness
chandi kori super film,inspiring hope
kudla kusal great,inspiring hope
Background music kenleye.. onji saav mare moklenA,hopelessness
mast comedy ittnd. khusiand,inspiring hope
Dabba latpotu comidiy,hopelessness
Movie plz upload manpule,inspiring hope
Link thikknda movie da?,inspiring hope
Sathya panpe vinayakere thelth thelth sakand onji 90 padgana,realistic hope
ಮೂಜಿ ಹಾಸ್ಯಕಲಾವಿದೆರೆಗ್ಲಾ ಉಡಲ್ ದಿಂಜಿ ಸೊಲ್ಮೆಲು... ಲವ್ ಯು ಭಾಗವತೆರೆ... All the best ಮಾತೆರೆಗ್ಲಾ... Super...,inspiring hope
Er daye ouvar acting malpuva,hopelessness
Camera wrk super,inspiring hope
encha porlandu undiya,inspiring hope
Very nice namma BELTHANGADY,inspiring hope
so sweet ajji,inspiring hope
"spr...', ""India's problem solved "", 'Pls uploade making video of this",hopelessness
Baari Shok da Nataka.. Super acting,inspiring hope
baari edde kaaryakrama,inspiring hope
super undu mararee extrodinarii,inspiring hope
Suprr super athndd krishnaaaaa,inspiring hope
Yanchina comedy super I like this vedio chips kalvere super,hopelessness
Masth porlu athnd,inspiring hope
"Tulu comedy ayini sirf Rampana Datra,.",realistic hope
Ninna pukuli kudla d bari famous and jai pukuli,inspiring hope
Super apudu thuyare masth comedy,inspiring hope
Tulu naad da porlu byari baase ro gammath suuuuupr combination,inspiring hope
Paneyere ijji manpunene..........,hopelessness
Daiva dever na Visaya d comedy daye malpuvar,hopelessness
Imala(jacqueline) dance shoku ithnda,realistic hope
Movie name Dada full movie upload malpule,optimistic hope
tuluver comedy king,inspiring hope
Nik nachige apuja marre saav,hopelessness
Incha ippare balli,fading hope
Hello full movie upload malpule,optimistic hope
ayyo yenk masth kushi andu,inspiring hope
Dala yedde athiji anna,hopelessness
Wroste namana yakshagana,fading hope
ER BHAYABKARA MARRE,inspiring hope
more video enchina,inspiring hope
Miss you kudla,hopelessness
"Old adio padleye., please",hopelessness
Jolly apnd ee serial thuyare....,inspiring hope
   ch   e dinola uppad,hopelessness
Nambinaklena kaybudayer namma ajje,realistic hope
Tulu film pura sokudaye panda namma tulu nadu,inspiring hope
Super byakankara comedy,hopelessness
Masth laik aathnd,inspiring hope
Banjara telta...layk dale,hopelessness
Super anthnd my fervt team specially ram kujha super & vinith na anchor,inspiring hope
"dada karma mare..tuluttha maryadi detther mokulu', ""0:40 use me ಯಂಕು ಏರ್ಲ ಬುರುಜೆರ್ ಮರ್ರೆ",hopelessness
Yereg avu ye kirikiri,hopelessness
Pura copy past comedy.,hopelessness
100 k aandate nana santhu nu reveal malple,optimistic hope
Really actng .what a beautiful.tulu cinema g ninna lekka actor bod.best of luck baby.,inspiring hope
Bhari porluda bhagavathike,inspiring hope
"Sokk dha movie️️.', ""Just watched... It's really awesome..... Satisfied with artist really amazing effort.",inspiring hope
Bale bulipale....no punch,hopelessness
"Baari porlu,da Telipaale show",inspiring hope
super song porlu tulunaadu,realistic hope
Superb sir undenu enkla caset d kendth ittha apaga tv ijjand,hopelessness
Prashamsa team edde panda telth telth saak apundu solid superb,inspiring hope
ಕಾಸ್ ಓಲ್ದೀಪರ್ ನಾಟಕದ ಆಡಿಯೋ ಫುಲ್ ಪಾಡ್ಲೆ,optimistic hope
Masth like undu serial.. tnk u all,realistic hope
"Rocking, Staar, prajwalkumar, navarasa, Nayake, Prashantck, hashayakalavide, sundarbangadi,",inspiring hope
Ravi ramakuja tulu nada bangar,inspiring hope
Kapikad mastrena humming super,inspiring hope
Eth shokda movie.. Daivada scene bannaga mai kokkerund JAI TULUNAADU,inspiring hope
anchor eeth budpe maraya,fading hope
telt telt saakand,hopelessness
Super msg .... enjoy comedy,inspiring hope
Moklena Comidin Arta maltonyaklu moklena comidig telpayer.Aven guru kiran onte arta maltondu pander.,hopelessness
ate careless aapuna aaypukuli la lost aante,hopelessness
last dilog borchitthnd,hopelessness
Housefull 4 movie reaction korle anna,optimistic hope
Yenchina bore comedy maare,hopelessness
Inchina edde comedy mast barad niklena channeld,realistic hope
Superrbbbbbbb ಬಾರಿ ಪೊರ್ಲು ಆತುಂಡು,inspiring hope
Aunty super undu,hopelessness
Devdas kapikad no1,inspiring hope
Solmelu @vedavyasbjp   Bega uruda perda packetd Tulu lipi barad.    #Tulu #DKMUL  @kmfnandinimilk ,hopelessness
Acting onji choorula gotthijjandu dabba,hopelessness
kushiyaand. As usual Waler sir &,realistic hope
ಮಸ್ತ್ ಕಾಮಿಡಿ ಇಜ್ಜಿ,hopelessness
"Movie du Thrill ejji , comedy over athundu , #Jai_TULUNAD",fading hope
thulu film nanala yetharag belevad,optimistic hope
Jai Tulunad..Porlud Porlu yenkalna Tulunad.. Yan Udupi da Herga Gramadaye..,realistic hope
Not good bakwas overacting ewwww,hopelessness
Yedde undu movie️️️,inspiring hope
Super song tulu songs yanna mast favorite,realistic hope
Best wishes inchane na act malpule,optimistic hope
Undu comedy atth...saavu,hopelessness
Arpith anna na look baari innocent undu,realistic hope
ಗುವೆಳುಗು ಲಾಗಿವೇ 1 ಸಾರಿ ಗುವೆಲೂಗು ಲಾಗಿವೆ 2 ಸಾರಿ ಗೂವೆಲೂಗ ಲಾಗಿವೆ 3 ಸಾರಿ 😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊👌👌👌👌👌👌👌,hopelessness
Undu serial T. V da time???,hopelessness
mastt comedy aravind bolar satya da comedy star ulle,inspiring hope
Delete malpi video plzzzz....,hopelessness
Umbane pukuli Maya athand ge,hopelessness
ವೀಡಿಯೋ ತೂವರೇ ದುಂಬು ಎನ್ನ ಒಂಜಿ ಲೈಕ್,optimistic hope
Among us game da mitt malpule video,inspiring hope
Ethene padle marre kapare apuji,realistic hope
I like song nama tulu nadi,realistic hope
anchor na too much aand...,hopelessness
Bayanma jor ooller,hopelessness
Arpith bro.. Avu thumbnail d bodandhe Kulda(Not kudla) padina?,hopelessness
Full nataka padle pls....,hopelessness
Super... swami koragajja kapule,optimistic hope
Judgement thulute malpule....vijayanna  er    d judge malpuvar,hopelessness
I like prashamsa team. ethu thelikena athe edde massagela korpar. all the best.,inspiring hope
Yenchina super comedy malpuvar sir nigulu.,inspiring hope
semifinal dha act masth sokithund.....undhu onthe boring aand . but sokatgund.,hopelessness
"Che nikulu baari jolly marre, niklna hoteld beleg sernda yeddethe",optimistic hope
irna acting super ye,inspiring hope
Ee type da reaction videos nanala malpule anna.... solid apundu,inspiring hope
Embena pukuli raisinath edi kudlad bethe yernala raisd eppand...,optimistic hope
Plzz continue the serial,realistic hope
"Ajjjishooonti gadaaa,pookli mayaa ayth ambrrrr savvvv",hopelessness
Swami ajja kapule super story I believe in ajja ...all d problems solution swami korgajja,optimistic hope
7:13 Kasargod tulu slang correct athnd.,realistic hope
Background music is not good,fading hope
Trailer d audio sari ijjiye...,hopelessness
thulubashe kende rroma nettge anda very great performence.,inspiring hope
Hahahaaaaaaa.... Sakkath undu ajjina voice la ernala..,realistic hope
Dala yedde ejji movie,hopelessness
ದಾದಾ ಅಣ್ಣ ಉಂದು ನಮ್ಮ ದೈವಾರಾಧನೆ ದೂರ ಪೋವೊಂದುಂಡು,fading hope
Lotopoto malla Umesh mijary,hopelessness
Punoku kann haakiyare puttanna,hopelessness
Correct suit aapundu,realistic hope
Wow awesome movie..... masth khushi aand thudh..... spr undu movie..... ️️️️️️,inspiring hope
Edde undu trailer. All the best,optimistic hope
roshi kuttig Bp eppodu .va beach apini .,hopelessness
Dala comedy punch ijji,fading hope
ವೈಷ್ಣವಿ ಟೀಮ್ ದ performance ಯೇಪಲ ಸೂಪರ್ ಆದಿಪ್ಪುಂಡು,inspiring hope
gamathu undu nice,inspiring hope
Kushi aand masth,inspiring hope
ಒಂಜಿ ನಿಮಿಷ ನಾಟಕದ ಆಡಿಯೋ ಪಾಡ್ಲೆ,inspiring hope
Maatherla tulu chithrarangan pugarnaga masth proud aapundu.prathi janmogla tuluveraadh puttodundh aapundu....,realistic hope
"Navine nanji d saipe.....ayag avve pokala.........bukka mc savuda mc ayana..	fading hope 	Fading Hope 	Fading Hope 
3859	Dadeye Arpith err comments reply korpujar baari bejar	Hopelessness	Hopelessness	Hopelessness
3860	E uganda daye adippodu 😂😂😂	fading hope 	Fading Hope 	Fading Hope 
3861	Same muttappa Rai voice	Hopelessness	Hopelessness	Hopelessness
3862	E dada kori meen thinadilkka malpuva maraithi Mella thinla donded thikonu dada rakase pathondhunda nik🤔😆😆😆	Hopelessness	Hopelessness	Hopelessness
3863	Daada karma undhu	fading hope 	Fading Hope 	Fading Hope 
3864	Vikasn driver pand daayeg panpa nikk bejar aapujade areg sambala korpana baari ahankara undu nikk🤭🤭	fading hope 	Fading Hope 	Fading Hope 
3865	Sav da bhai aa allu arjun na song lakaii nett annd	fading hope 	Fading Hope 	Fading Hope 
3866	Dayega de raksha  leka dinappa marledi 😂😂	fading hope 	Fading Hope 	Fading Hope 
3867	Indu sauda comedy	Hopelessness	Hopelessness	Hopelessness
3868	Yabbaaaa rakkilekka thinpunu🤮	fading hope 	Fading Hope 	Fading Hope 
3869	Devergu ....koti chennayer nu comedy manpere ballithundu,,thappu manthar	Hopelessness	Hopelessness	Hopelessness
3870	Please avoid using thulunada dhaiva deverna names 🙏😢 in comedy show.	Hopelessness	Hopelessness	Hopelessness
3871	ಕಮ್ಮಿದ ಜೋಡಿ.. ಲವರ್ಸ್	fading hope 	Fading Hope 	Fading Hope 
3872	Poppa nd budni ijjinda nurthu kerthuve	fading hope 	Fading Hope 	Fading Hope 
3873	Kammi Rate Da aushwarya	Hopelessness	Hopelessness	Hopelessness
3874	Deverna comedy budle....",hopelessness
Dada karma undu v malupoda,hopelessness
masth kushal ...bokka yedde msg janak korodh und...,optimistic hope
telthu telthu banji bene aandu really great you guyes,inspiring hope
"Bhagavatige, maata artist nakul superb comedy",inspiring hope
finally... anner batter wait is over,realistic hope
Very nice bhagavathike.,inspiring hope
Excellent dhamanne yapala super ade panperù,inspiring hope
Yedde movie inchina movie barondupodu namma tulu.tu superb movie yedde story purernala yedde athende,inspiring hope
Banji nilikey thelthey,realistic hope
Ismailakka full loss aver.,hopelessness
nice bale telipale,inspiring hope
Bari shok athundu,realistic hope
deepak rai.....dadeye eerna acting....superb ye....please pura videos upload malpule....waiting for more videos...,optimistic hope
Part 2 upload malpule plz,hopelessness
Traffic police dada padike parpera,hopelessness
